Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language
Sub 1,565000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,1950-1959,2500,300,No,Oil,1200,English
Sub 1,566600.00,Married,3,0,2,9,Single detached,4,2,Mortgage,Before 1939,1300,350,No,Gas,1000,English
Sub 1,567000.00,Married,3,1,3,6,Single attached,2,2,Mortgage,1990-1999,1400,300,No,Gas,1600,Spanish
Sub 1,567550.00,Married,3,2,4,11,Single detached,1,2,Mortgage,1950-1959,4600,390,No,Gas,3200,English
Sub 1,568000.00,Married,4,0,2,9,Single detached,2,2,Mortgage,1990-1999,1600,300,No,Gas,1200,English
Sub 1,569000.00,Married,4,1,3,9,Single detached,2,2,Mortgage,2000-2004,1300,50,No,Gas,850,English
Sub 1,570500.00,Married,5,0,2,10,Single detached,3,2,Mortgage,1950-1959,2300,310,No,Gas,6600,English
Sub 1,572000.00,Married,5,0,2,9,Single detached,2,2,Mortgage,Before 1939,4700,580,No,Gas,3800,English
Sub 1,573000.00,Married,8,2,6,12,Single detached,4,3,Mortgage,1950-1959,2600,500,No,Gas,1000,English
Sub 1,574200.00,Married,5,0,3,10,Single detached,3,3,Mortgage,Before 1939,6500,200,No,Gas,3000,English
Sub 1,575000.00,Married,5,0,2,9,Single detached,2,2,Mortgage,Before 1939,6500,500,No,Gas,1500,English
Sub 1,576600.00,Married,5,1,3,11,Single detached,3,2,Mortgage,2008,6740,220,No,Gas,2500,Other European
Sub 1,577000.00,Married,8,3,5,8,Single detached,2,2,Mortgage,1960-1969,3000,400,No,Gas,4000,English
Sub 1,579000.00,Female Head,4,1,2,11,Single detached,2,1,Mortgage,1940-1949,1500,400,No,Oil,4000,English
Sub 1,579000.00,Married,5,2,4,11,Single attached,1,1,Mortgage,Before 1939,4400,230,No,Oil,1800,Asian Pacific
Sub 1,580000.00,Married,4,2,4,9,Single detached,3,2,Mortgage,2005,4000,220,No,Gas,3000,Other European
Sub 1,581500.00,Married,3,0,2,7,Single detached,2,1,Mortgage,2005,2500,150,No,Gas,3500,English
Sub 1,582000.00,Married,4,2,5,8,Single detached,2,2,Mortgage,1960-1969,4300,350,No,Gas,1500,Spanish
Sub 1,582200.00,Married,3,0,2,9,Single detached,2,1,Mortgage,1970-1979,2200,200,No,Gas,1400,Asian Pacific
Sub 1,582700.00,Married,5,2,5,11,Single detached,3,2,Mortgage,1970-1979,2300,270,No,Oil,2600,Spanish
Sub 1,585100.00,Married,4,1,4,8,Single detached,3,3,Mortgage,1950-1959,2800,280,No,Oil,900,English
Sub 1,587000.00,Married,4,0,2,11,Single attached,3,0,Mortgage,1980-1989,3500,150,No,Gas,2000,English
Sub 1,587000.00,Married,4,3,5,8,Single detached,3,3,Mortgage,1960-1969,3400,150,No,Gas,250,Other
Sub 1,587000.00,Married,5,0,2,21,Single attached,0,1,Rented,1940-1949,1300,580,No,Electricity,0,English
Sub 1,588000.00,Married,3,1,3,8,Single detached,2,2,Mortgage,1940-1949,2800,280,No,Oil,1200,English
Sub 1,588000.00,Married,4,0,4,9,Single detached,3,3,Mortgage,1960-1969,1300,480,No,Gas,900,English
Sub 1,590850.00,Married,4,0,2,8,Single detached,2,2,Mortgage,1960-1969,3500,270,No,Oil,1500,English
Sub 1,592000.00,Married,3,0,2,6,Single detached,2,2,Mortgage,1950-1959,2100,180,No,Gas,380,English
Sub 1,592000.00,Married,5,1,3,8,Single detached,2,1,Mortgage,Before 1939,3700,90,No,Gas,800,English
Sub 1,593000.00,Married,4,2,4,12,Single attached,1,2,Mortgage,Before 1939,6500,310,No,Gas,6600,English
Sub 1,593000.00,Married,5,2,4,9,Single attached,0,2,Mortgage,Before 1939,1300,250,No,Gas,6600,English
Sub 1,594000.00,Married,3,0,3,6,Single detached,2,3,Mortgage,1950-1959,1000,360,No,Electricity,200,English
Sub 1,596000.00,Married,4,1,4,12,Single detached,4,3,Mortgage,Before 1939,1900,410,No,Oil,6600,English
Sub 1,597000.00,Married,2,3,6,5,Single attached,2,3,Mortgage,1970-1979,3700,580,No,Gas,600,Spanish
Sub 1,597000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,3400,230,No,Gas,1800,English
Sub 1,597000.00,Married,8,3,5,10,Single detached,2,2,Mortgage,2005,4000,250,No,Gas,2500,English
Sub 1,597800.00,Married,3,0,2,7,Single detached,2,2,Mortgage,1990-1999,1900,100,No,Oil,850,English
Sub 1,598000.00,Married,3,2,4,8,Single detached,2,2,Mortgage,1960-1969,1600,280,No,Gas,640,English
Sub 1,599000.00,Married,5,3,5,9,Single detached,2,3,Mortgage,1960-1969,4300,220,No,Gas,3000,English
Sub 1,600300.00,Married,4,0,2,10,Single detached,1,2,Mortgage,Before 1939,80,90,No,Gas,1800,English
Sub 1,602000.00,Married,3,1,5,7,Single detached,4,3,Mortgage,1970-1979,800,250,No,Oil,1500,English
Sub 1,605000.00,Married,4,2,4,7,Single detached,2,2,Mortgage,1960-1969,2200,70,No,Oil,1400,English
Sub 1,606800.00,Married,8,0,3,9,Single detached,3,2,Mortgage,1950-1959,4800,300,No,Gas,3300,English
Sub 1,607000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,1940-1949,6500,30,No,Gas,2400,Other European
Sub 1,607000.00,Married,4,1,3,8,Single detached,1,2,Mortgage,1960-1969,3900,400,No,Oil,2000,English
Sub 1,607000.00,Married,4,1,3,9,Single detached,2,2,Mortgage,1950-1959,6500,100,No,Gas,4800,English
Sub 1,607000.00,Married,4,2,4,9,Single detached,2,2,Mortgage,Before 1939,300,150,No,Gas,2700,English
Sub 1,607000.00,Married,4,3,5,7,Single detached,1,2,Mortgage,Before 1939,1500,200,No,Gas,2000,English
Sub 1,607000.00,Married,5,2,4,10,Single detached,1,1,Mortgage,2006,6500,330,No,Gas,2500,English
Sub 1,608900.00,Married,4,3,6,8,Single detached,3,2,Mortgage,Before 1939,3000,270,No,Gas,1600,Other European
Sub 1,609000.00,Married,3,0,3,7,Single detached,3,2,Mortgage,1950-1959,2300,390,No,Oil,1500,English
Sub 1,609000.00,Married,4,0,2,9,Single detached,1,2,Mortgage,1950-1959,4000,330,No,Gas,3500,Other European
Sub 1,613300.00,Married,3,1,3,6,Single detached,2,2,Mortgage,1950-1959,4700,150,No,Gas,1000,English
Sub 1,617000.00,Married,5,0,3,8,Single detached,4,3,Mortgage,1960-1969,4500,400,No,Gas,6600,English
Sub 1,618500.00,Married,5,2,4,12,Single detached,2,2,Mortgage,Before 1939,2300,220,No,Oil,6600,Other
Sub 1,621000.00,Married,3,0,3,9,Single detached,2,3,Mortgage,Before 1939,6500,350,No,Gas,2500,English
Sub 1,624950.00,Married,5,1,5,9,Single detached,3,3,Mortgage,Before 1939,2300,480,No,Oil,1900,English
Sub 1,627000.00,Married,3,0,2,7,Single detached,2,2,Mortgage,1950-1959,1300,300,No,Gas,2000,English
Sub 1,628000.00,Married,5,3,5,8,Single detached,2,2,Mortgage,2005,6500,160,No,Gas,1800,English
Sub 1,635500.00,Married,4,0,2,10,Single detached,2,2,Mortgage,1940-1949,310,230,No,Gas,1200,English
Sub 1,637000.00,Married,3,2,4,7,Single detached,2,2,Mortgage,1950-1959,3300,200,No,Gas,1500,English
Sub 1,637200.00,Married,5,3,6,10,Single detached,2,2,Mortgage,Before 1939,6500,220,No,Gas,2100,English
Sub 1,639000.00,Married,8,1,5,12,Single detached,0,3,Mortgage,2000-2004,6500,250,No,Gas,4000,Other European
Sub 1,640200.00,Married,4,0,2,8,Single attached,1,2,Mortgage,2000-2004,6500,200,No,Electricity,4000,English
Sub 1,641200.00,Married,4,1,3,10,Single detached,2,2,Mortgage,Before 1939,3500,310,No,Gas,1000,English
Sub 1,642000.00,Married,3,2,4,6,Single detached,2,2,Mortgage,Before 1939,1300,160,No,Gas,800,English
Sub 1,644150.00,Married,5,0,3,9,Single detached,4,3,Mortgage,1950-1959,3100,390,No,Gas,2200,Asian Pacific
Sub 1,647000.00,Married,4,2,4,8,Single detached,2,2,Mortgage,Before 1939,3400,580,No,Gas,1500,English
Sub 1,647000.00,Married,5,0,4,9,Single detached,1,3,Mortgage,1990-1999,3500,130,No,Gas,4,English
Sub 1,649000.00,Married,8,2,4,11,Single detached,3,2,Mortgage,1950-1959,3500,390,No,Electricity,1000,Other European
Sub 1,657000.00,Male Head,4,0,2,7,Single detached,3,2,Mortgage,Before 1939,3000,300,No,Gas,1000,English
Sub 1,657000.00,Married,3,3,5,7,Single detached,3,2,Mortgage,1950-1959,2400,350,No,Oil,1000,English
Sub 1,657000.00,Married,4,1,3,11,Single detached,2,2,Mortgage,1990-1999,6500,580,No,Gas,6600,Other
Sub 1,657000.00,Married,8,2,4,12,Single detached,2,2,Mortgage,Before 1939,6500,250,No,Gas,1800,Other European
Sub 1,657500.00,Married,3,0,2,9,Single detached,4,1,Mortgage,1990-1999,3900,220,No,Gas,4000,English
Sub 1,662000.00,Married,4,2,4,8,Single attached,2,2,Mortgage,2007,7050,500,No,Gas,2500,Other European
Sub 1,662000.00,Married,4,3,5,8,Single detached,3,2,Mortgage,1980-1989,3800,150,No,Gas,2000,English
Sub 1,669000.00,Married,3,2,4,8,Single detached,2,2,Mortgage,1950-1959,4000,350,No,Gas,1200,English
Sub 1,672000.00,Married,5,1,6,11,Single detached,6,3,Mortgage,1960-1969,6500,580,No,Oil,4000,English
Sub 1,673000.00,Married,4,3,5,8,Single detached,2,2,Mortgage,1970-1979,4000,100,No,Wood,500,English
Sub 1,677100.00,Married,4,2,4,12,Single detached,2,2,Mortgage,Before 1939,4800,230,No,Gas,2600,English
Sub 1,679500.00,Married,4,1,3,8,Single detached,2,2,Mortgage,Before 1939,4200,320,No,Oil,6600,English
Sub 1,680000.00,Married,4,2,4,7,Single detached,2,2,Mortgage,1970-1979,2000,220,No,Oil,1000,English
Sub 1,680800.00,Married,3,0,4,5,Single detached,4,3,Mortgage,1950-1959,1200,150,No,Gas,1500,English
Sub 1,683000.00,Married,4,2,4,7,Single detached,2,2,Mortgage,1970-1979,3500,580,No,Gas,2500,Spanish
Sub 1,688000.00,Married,5,0,2,9,Single detached,1,1,Mortgage,2008,3800,500,No,Electricity,6600,English
Sub 1,703500.00,Married,4,2,4,11,Single detached,2,2,Mortgage,1940-1949,2100,260,No,Gas,3900,English
Sub 1,705200.00,Married,4,1,3,8,Single detached,2,2,Mortgage,1980-1989,4300,180,No,Electricity,1300,English
Sub 1,707000.00,Married,4,2,4,9,Single detached,2,2,Mortgage,1970-1979,2500,300,No,Gas,3000,English
Sub 1,707000.00,Married,5,1,3,10,Single detached,1,2,Mortgage,Before 1939,6500,80,No,Gas,2000,Asian Pacific
Sub 1,707000.00,Married,5,2,4,10,Single detached,3,2,Mortgage,1970-1979,1700,500,No,Gas,3000,Other European
Sub 1,712000.00,Married,4,2,4,8,Single detached,2,2,Mortgage,1950-1959,3700,300,No,Gas,3000,English
Sub 1,717500.00,Married,4,0,3,8,Single detached,4,3,Mortgage,Before 1939,4500,200,No,Gas,3500,English
Sub 1,721500.00,Married,8,1,4,10,Single detached,3,3,Mortgage,Before 1939,6500,200,No,Gas,4000,English
Sub 1,726000.00,Married,8,0,2,11,Single detached,2,2,Mortgage,Before 1939,4000,300,No,Oil,4000,English
Sub 1,732100.00,Married,5,2,4,10,Single detached,2,2,Mortgage,1970-1979,6500,500,No,Gas,6600,Other
Sub 1,737000.00,Married,2,0,2,6,Single detached,3,2,Mortgage,1950-1959,3500,100,No,Oil,1900,Other European
Sub 1,741000.00,Married,3,0,2,8,Single detached,2,2,Mortgage,1960-1969,3300,120,No,Oil,1200,English
Sub 1,750000.00,Married,4,2,4,10,Single detached,2,1,Mortgage,Before 1939,4500,50,No,Gas,6600,English
Sub 1,750000.00,Married,5,3,5,9,Single detached,2,1,Mortgage,Before 1939,2000,200,No,Oil,1200,Other European
Sub 1,750000.00,Married,5,3,6,11,Single detached,2,1,Mortgage,1940-1949,6500,580,No,Gas,3000,Asian Pacific
Sub 1,752000.00,Married,8,1,3,13,Single detached,2,2,Mortgage,Before 1939,2500,300,No,Gas,2200,English
Sub 1,753000.00,Married,5,2,4,9,Single detached,2,2,Mortgage,2000-2004,200,220,No,Gas,6600,Asian Pacific
Sub 1,755800.00,Married,2,0,3,6,Single attached,3,2,Mortgage,2000-2004,3630,400,No,Gas,0,English
Sub 1,757000.00,Married,4,3,5,8,Single detached,2,2,Mortgage,1980-1989,6500,250,No,Oil,2000,Other European
Sub 1,757000.00,Married,5,3,5,10,Single detached,2,2,Mortgage,Before 1939,2500,200,No,Gas,2000,English
Sub 1,760000.00,Married,8,2,4,10,Single detached,2,2,Mortgage,1970-1979,6500,200,No,Gas,2500,English
Sub 1,760500.00,Married,5,0,4,12,Single detached,4,3,Mortgage,Before 1939,6500,450,No,Gas,2000,English
Sub 1,764400.00,Married,4,0,5,8,Single detached,3,3,Mortgage,1970-1979,1000,270,No,Gas,2400,English
Sub 1,769000.00,Married,4,0,3,8,Single detached,3,3,Mortgage,Before 1939,3600,130,No,Gas,1200,English
Sub 1,770000.00,Married,4,0,3,8,Single attached,0,2,Mortgage,Before 1939,6500,320,No,Oil,6600,English
Sub 1,785000.00,Married,4,2,4,10,Single detached,2,2,Mortgage,1950-1959,2000,350,No,Gas,1200,English
Sub 1,789000.00,Married,4,1,3,8,Single detached,2,2,Mortgage,1990-1999,2000,460,No,Electricity,2000,English
Sub 1,796000.00,Married,5,0,2,11,Single detached,3,2,Mortgage,1970-1979,2400,160,No,Gas,1300,Other European
Sub 1,826000.00,Married,4,1,3,9,Single detached,2,2,Mortgage,1980-1989,2000,400,No,Gas,3000,English
Sub 1,855000.00,Married,3,3,5,8,Single detached,2,1,Mortgage,1970-1979,6500,300,No,Gas,1200,English
Sub 1,858300.00,Married,4,0,2,11,Single detached,2,2,Mortgage,1960-1969,250,300,No,Gas,3500,English
Sub 1,865000.00,Married,5,2,4,11,Single detached,2,2,Mortgage,Before 1939,4600,450,No,Gas,6600,English
Sub 1,870000.00,Married,4,3,5,8,Single detached,2,2,Mortgage,1950-1959,4500,250,No,Oil,3000,Other European
Sub 1,885100.00,Married,3,0,3,7,Single detached,1,3,Mortgage,1950-1959,2300,210,No,Gas,5000,English
Sub 1,917200.00,Married,5,0,4,9,Single detached,3,3,Mortgage,Before 1939,2000,150,Yes,Gas,2000,Asian Pacific
Sub 1,918000.00,Married,3,3,8,5,Single detached,2,3,Mortgage,Before 1939,3800,220,No,Electricity,2500,Other
Sub 1,994200.00,Married,5,2,4,12,Single attached,1,1,Mortgage,1950-1959,6500,20,No,Gas,6600,English
Sub 1,1014000.00,Married,3,1,3,7,Single detached,2,2,Mortgage,1960-1969,2000,350,No,Gas,1200,English
Sub 1,1014000.00,Married,3,2,4,8,Single detached,2,2,Rented,Before 1939,1900,250,No,Oil,0,English
Sub 1,1014000.00,Married,3,3,5,8,Single attached,1,2,Mortgage,Before 1939,6500,250,No,Gas,3000,English
Sub 1,1014000.00,Married,4,0,3,8,Single detached,1,2,Mortgage,2007,6500,180,No,Gas,2000,Asian Pacific
Sub 1,1014000.00,Married,5,2,4,11,Single detached,4,2,Mortgage,Before 1939,6500,250,No,Gas,6600,English
Sub 1,1014000.00,Married,8,1,4,10,Single detached,3,2,Mortgage,1980-1989,2000,300,No,Gas,3600,Other European
Sub 1,1018000.00,Married,4,0,2,8,Single detached,3,2,Mortgage,1950-1959,2200,300,No,Gas,2500,English
Sub 1,1049000.00,Married,4,2,4,10,Single detached,3,2,Mortgage,1990-1999,6500,280,No,Gas,1700,Other European
Sub 1,1089000.00,Married,8,3,5,12,Single detached,2,2,Mortgage,Before 1939,6500,230,No,Oil,3000,Other European
10+,50.00,Married,3,0,2,6,Single detached,2,0,Rented,1950-1959,1300,110,No,Gas,0,Asian Pacific
10+,300.00,Female Head,4,1,4,8,Single detached,2,1,Rented,Before 1939,750,240,No,Electricity,0,English
10+,1070.00,Female Head,3,2,3,8,Single detached,1,0,Mortgage,1980-1989,1100,150,Yes,Wood,500,English
10+,1125.00,Married,5,2,4,12,Single detached,3,3,Mortgage,1970-1979,1500,150,No,Wood,950,English
10+,2090.00,Male Head,3,0,2,5,Single detached,3,2,Mortgage,1980-1989,760,60,Yes,Electricity,360,English
10+,2400.00,Married,1,0,2,3,Single detached,1,1,Mortgage,2000-2004,480,50,Yes,Wood,350,English
10+,2400.00,Married,4,1,3,8,Single detached,0,2,Rented,1990-1999,440,500,No,Wood,0,Other European
10+,3500.00,Female Head,5,0,3,7,Single detached,2,1,Rented,1950-1959,790,120,Yes,Gas,0,Asian Pacific
10+,3800.00,Male Head,4,0,4,10,Single detached,1,0,Mortgage,Before 1939,430,120,No,Oil,700,English
10+,5200.00,Female Head,4,1,3,8,Single detached,2,1,Mortgage,1950-1959,240,190,No,Coal,0,English
10+,6400.00,Married,2,0,2,5,Single detached,2,2,Mortgage,1940-1949,260,130,No,Wood,1400,English
10+,6910.00,Married,4,2,4,7,Single detached,2,2,Mortgage,2000-2004,200,70,No,Wood,1100,English
10+,7500.00,Female Head,3,4,5,5,Single attached,3,1,Mortgage,1950-1959,620,90,Yes,Gas,300,Other European
10+,8000.00,Female Head,3,1,2,5,Mobile home,1,1,Rented,2000-2004,300,50,Yes,Gas,0,English
10+,8000.00,Male Head,3,1,2,7,Single detached,1,1,Rented,Before 1939,550,140,Yes,Oil,0,English
10+,8100.00,Married,2,0,2,5,Mobile home,2,1,Mortgage,1980-1989,800,100,No,Oil,530,English
10+,8600.00,Female Head,8,0,2,10,Single detached,1,0,Rented,1990-1999,300,70,Yes,Wood,0,English
10+,10000.00,Male Head,4,0,4,10,Single detached,2,1,Mortgage,2000-2004,1000,120,No,Oil,0,English
10+,11000.00,Married,3,1,3,6,Single detached,2,2,Mortgage,Before 1939,1400,340,No,Wood,580,English
10+,11200.00,Female Head,2,0,2,4,Single detached,2,1,Mortgage,Before 1939,260,60,No,Coal,240,English
10+,11200.00,Male Head,2,2,3,4,Single detached,1,1,Rented,1980-1989,460,50,Yes,Gas,0,English
10+,11700.00,Male Head,3,3,5,4,Mobile home,2,1,Rented,1980-1989,100,90,Yes,Oil,0,English
10+,12100.00,Married,3,0,2,7,Mobile home,1,0,Rented,1980-1989,400,80,Yes,Gas,0,English
10+,12320.00,Married,4,1,3,11,Single detached,2,1,Mortgage,1950-1959,430,80,Yes,Wood,0,English
10+,12430.00,Female Head,2,1,2,5,Mobile home,0,0,Rented,1990-1999,300,140,Yes,Wood,0,English
10+,12600.00,Married,3,0,2,9,Single detached,2,1,Mortgage,Before 1939,1100,50,No,Oil,500,English
10+,13200.00,Married,1,2,4,2,Single detached,3,0,Mortgage,1980-1989,1200,90,Yes,Wood,560,Other European
10+,13700.00,Male Head,3,0,4,5,Single detached,2,0,Mortgage,1980-1989,1100,190,Yes,Wood,700,English
10+,15000.00,Married,2,3,5,4,Mobile home,1,1,Rented,1990-1999,380,20,Yes,Oil,0,Spanish
10+,15000.00,Married,3,3,5,6,Single detached,0,1,Mortgage,1940-1949,500,2,No,Wood,0,Other European
10+,16000.00,Female Head,3,0,4,5,Single detached,3,2,Mortgage,1990-1999,800,210,Yes,Wood,1200,English
10+,16400.00,Married,1,0,2,4,Single detached,0,1,Rented,1990-1999,450,100,No,Wood,0,Other European
10+,16400.00,Married,4,0,3,9,Single detached,2,0,Mortgage,1980-1989,750,80,No,Gas,400,English
10+,16500.00,Married,3,0,2,7,Single detached,2,0,Mortgage,Before 1939,670,100,No,Wood,490,English
10+,16600.00,Married,3,2,4,7,Single detached,2,0,Mortgage,Before 1939,600,100,Yes,Oil,700,Spanish
10+,16800.00,Female Head,4,0,2,6,Single attached,0,0,Rented,1940-1949,340,1,No,Gas,0,English
10+,17900.00,Female Head,3,2,4,5,Single attached,0,1,Rented,1960-1969,230,1,Yes,Gas,0,English
10+,18000.00,Female Head,4,0,2,10,Single detached,4,2,Mortgage,2007,2400,260,No,Gas,1200,English
10+,18000.00,Married,3,0,2,6,Single detached,1,2,Mortgage,Before 1939,480,150,No,Wood,1500,English
10+,18100.00,Married,2,0,2,7,Single detached,0,1,Mortgage,1980-1989,2000,100,No,Wood,2000,English
10+,18400.00,Married,5,7,9,8,Single detached,0,1,Mortgage,1990-1999,590,2,No,Wood,0,Other European
10+,18480.00,Married,3,0,2,7,Single detached,3,0,Mortgage,1980-1989,3200,200,No,Wood,1500,English
10+,19000.00,Married,2,2,4,5,Single detached,2,2,Rented,1970-1979,700,120,No,Oil,0,English
10+,19000.00,Married,4,4,7,7,Single detached,2,1,Rented,Before 1939,800,150,Yes,Oil,0,English
10+,19000.00,Married,5,3,5,12,Single detached,2,1,Mortgage,Before 1939,270,160,Yes,Oil,410,English
10+,19200.00,Male Head,3,2,4,5,Single detached,2,1,Mortgage,Before 1939,520,120,No,Coal,1200,English
10+,19400.00,Married,3,3,5,7,Single detached,1,0,Mortgage,1950-1959,500,2,No,Gas,0,English
10+,19500.00,Married,3,2,5,8,Single detached,2,1,Mortgage,1970-1979,1000,150,No,Gas,580,English
10+,19900.00,Married,4,0,2,7,Single detached,2,2,Mortgage,Before 1939,1400,200,No,Gas,1200,English
10+,19900.00,Married,8,0,2,11,Single detached,1,0,Mortgage,Before 1939,280,110,Yes,Wood,650,English
10+,20000.00,Female Head,3,0,2,5,Mobile home,2,0,Mortgage,1970-1979,720,180,No,Gas,380,English
10+,20000.00,Male Head,3,3,5,8,Mobile home,3,1,Mortgage,1990-1999,550,110,No,Gas,500,English
10+,20000.00,Married,1,3,5,3,Single detached,0,1,Rented,2008,600,2,No,Wood,0,Other European
10+,20000.00,Married,3,0,2,7,Mobile home,2,0,Mortgage,1990-1999,400,130,No,Oil,600,English
10+,20000.00,Married,3,1,3,5,Single detached,3,1,Mortgage,Before 1939,1300,150,No,Other,900,English
10+,21700.00,Female Head,2,0,2,5,Single detached,2,1,Mortgage,1990-1999,650,140,No,Wood,710,English
10+,21740.00,Married,2,0,3,4,Mobile home,3,2,Rented,2009,480,160,No,Gas,0,English
10+,22000.00,Married,2,0,2,6,Single detached,2,0,Mortgage,1990-1999,1700,500,No,Gas,1400,English
10+,22000.00,Married,4,0,2,6,Single detached,2,1,Mortgage,Before 1939,1100,300,No,Wood,1000,English
10+,22200.00,Female Head,2,0,2,5,Single detached,2,2,Rented,Before 1939,750,120,No,Oil,0,English
10+,22300.00,Married,3,0,2,8,Mobile home,2,0,Mortgage,1980-1989,500,70,No,Gas,290,English
10+,22500.00,Married,2,0,2,4,Single detached,0,2,Mortgage,1980-1989,800,90,No,Oil,500,English
10+,22600.00,Female Head,3,0,2,7,Single detached,1,2,Mortgage,2000-2004,580,200,No,Coal,500,English
10+,22700.00,Female Head,2,0,3,6,Mobile home,1,1,Mortgage,1970-1979,390,180,Yes,Oil,580,English
10+,23000.00,Married,3,0,2,6,Single detached,1,1,Mortgage,Before 1939,170,50,No,Wood,0,English
10+,23000.00,Married,4,2,4,6,Single detached,3,1,Mortgage,1990-1999,500,80,No,Oil,650,English
10+,23000.00,Married,5,1,3,11,Single detached,0,2,Rented,1940-1949,250,250,No,Wood,0,Other European
10+,23200.00,Female Head,3,1,3,11,Single detached,1,0,Rented,Before 1939,400,110,Yes,Oil,0,English
10+,23300.00,Married,3,2,4,6,Single detached,1,0,Rented,1970-1979,300,160,No,Wood,0,English
10+,23960.00,Married,2,0,3,11,Mobile home,3,2,Mortgage,1970-1979,260,80,No,Wood,0,English
10+,24000.00,Female Head,2,1,3,6,Single detached,3,1,Rented,1980-1989,950,210,No,Gas,0,English
10+,24000.00,Married,3,1,3,6,Single detached,2,1,Mortgage,2007,1800,110,No,Oil,1500,English
10+,24000.00,Married,4,0,2,9,Single detached,2,1,Mortgage,Before 1939,200,270,Yes,Oil,1700,English
10+,24000.00,Married,4,2,4,7,Single detached,1,1,Rented,Before 1939,400,250,No,Oil,0,English
10+,24300.00,Married,3,0,2,6,Mobile home,2,0,Mortgage,2000-2004,660,50,No,Gas,400,English
10+,24950.00,Female Head,3,0,2,8,Single detached,1,0,Mortgage,Before 1939,450,50,Yes,Oil,480,English
10+,25000.00,Female Head,4,0,2,10,Single detached,0,2,Rented,Before 1939,1400,210,No,Gas,0,Spanish
10+,25000.00,Male Head,3,3,6,7,Single detached,3,1,Mortgage,Before 1939,1000,200,No,Oil,380,English
10+,25000.00,Married,1,1,3,2,Single detached,1,1,Mortgage,1970-1979,760,30,No,Wood,500,English
10+,25000.00,Married,2,1,3,4,Mobile home,2,1,Rented,2000-2004,300,80,Yes,Electricity,0,English
10+,25000.00,Married,4,1,3,6,Single detached,2,2,Mortgage,Before 1939,420,60,No,Gas,360,English
10+,25600.00,Married,1,0,2,5,Single detached,2,1,Mortgage,1990-1999,410,110,Yes,Oil,400,English
10+,25700.00,Married,3,0,2,5,Single detached,1,0,Rented,Before 1939,450,110,No,Gas,0,English
10+,25800.00,Married,3,0,2,6,Single detached,2,1,Mortgage,Before 1939,500,140,No,Oil,600,English
10+,25900.00,Married,5,0,3,8,Single detached,1,2,Mortgage,Before 1939,300,350,No,Wood,450,Other European
10+,26000.00,Female Head,3,3,5,4,Mobile home,2,1,Rented,1990-1999,380,80,No,Gas,0,English
10+,26200.00,Married,4,3,5,7,Single detached,2,0,Mortgage,Before 1939,680,80,Yes,Wood,1200,English
10+,26400.00,Married,1,1,3,4,Single detached,1,2,Rented,1950-1959,700,120,No,Oil,0,Spanish
10+,26700.00,Female Head,4,0,2,8,Single detached,1,0,Mortgage,Before 1939,1800,120,No,Gas,700,Other European
10+,26750.00,Female Head,3,0,2,7,Mobile home,4,0,Mortgage,2000-2004,250,100,No,Gas,700,English
10+,26800.00,Married,4,5,7,6,Single detached,0,1,Mortgage,2005,410,2,No,Coal,200,Other European
10+,26930.00,Married,2,0,2,4,Mobile home,1,1,Rented,1980-1989,350,110,Yes,Oil,0,English
10+,27000.00,Married,4,3,5,8,Single detached,1,0,Rented,1940-1949,510,220,Yes,Other,0,English
10+,27100.00,Married,4,1,3,6,Single detached,2,1,Mortgage,2000-2004,210,150,No,Gas,590,English
10+,27500.00,Married,1,0,2,4,Single detached,2,1,Mortgage,2000-2004,200,2,Yes,Wood,390,English
10+,27500.00,Married,4,0,3,10,Single detached,3,3,Mortgage,1990-1999,330,100,No,Wood,1200,English
10+,27800.00,Married,2,0,2,3,Single detached,2,1,Rented,1990-1999,750,80,No,Gas,0,English
10+,28000.00,Married,1,0,2,5,Single detached,1,1,Mortgage,2000-2004,1000,270,No,Electricity,400,English
10+,28120.00,Married,3,0,2,6,Single detached,1,2,Mortgage,1970-1979,280,70,No,Coal,380,English
10+,28200.00,Married,3,0,2,7,Single detached,2,2,Mortgage,2000-2004,710,60,No,Gas,520,English
10+,28500.00,Married,4,0,2,7,Single detached,2,1,Mortgage,Before 1939,500,200,No,Wood,500,English
10+,28500.00,Married,4,0,3,5,Single detached,2,3,Mortgage,1980-1989,200,20,No,Wood,520,English
10+,28600.00,Married,2,0,2,7,Single detached,3,2,Mortgage,Before 1939,550,80,No,Oil,750,English
10+,28600.00,Married,5,1,5,8,Single detached,1,1,Mortgage,1970-1979,790,250,No,Wood,1500,English
10+,28700.00,Married,8,0,2,10,Single detached,3,0,Mortgage,Before 1939,1100,90,No,Oil,600,English
10+,28800.00,Female Head,4,1,2,7,Single detached,1,1,Mortgage,1950-1959,1000,60,No,Oil,500,English
10+,29000.00,Married,4,0,2,10,Single detached,1,2,Mortgage,1960-1969,1000,250,No,Oil,1400,English
10+,29100.00,Female Head,3,2,3,5,Single detached,1,1,Rented,Before 1939,600,90,No,Wood,0,English
